mint,snapped_at,price_usd,liquidity_usd
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:32:33.889795+00,0.000064680000,17189.72
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:32:37.456563+00,0.000066920000,17509.13
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:32:41.106605+00,0.000071020000,18075.09
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:32:44.992708+00,0.000071020000,18075.09
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:32:49.012972+00,0.000071020000,18075.09
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:32:52.2623+00,0.000064480000,17161.95
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:32:55.730877+00,0.000067890000,17647.44
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:32:58.952188+00,0.000067890000,17647.44
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:02.164582+00,0.000066450000,17446.58
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:05.49544+00,0.000066450000,17446.58
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:08.950881+00,0.000065100000,17256.60
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:12.011207+00,0.000065100000,17256.60
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:14.986839+00,0.000056940000,16056.81
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:18.218449+00,0.000056940000,16056.81
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:23.64989+00,0.000059610000,16459.58
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:28.080237+00,0.000061190000,16696.35
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:31.571936+00,0.000061190000,16696.35
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:35.165634+00,0.000060310000,16572.11
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:38.499059+00,0.000060310000,16572.11
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:41.943639+00,0.000060310000,16572.11
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:45.257869+00,0.000060310000,16572.11
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:48.30979+00,0.000063670000,17063.88
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:51.458762+00,0.000063130000,16985.98
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:54.642838+00,0.000063130000,16985.98
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:33:58.044733+00,0.000068930000,17811.02
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:01.324123+00,0.000068930000,17811.02
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:04.372089+00,0.000073460000,18431.57
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:07.462614+00,0.000073460000,18431.57
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:10.964237+00,0.000067760000,17652.32
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:14.007876+00,0.000067760000,17652.32
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:17.208857+00,0.000060860000,16663.81
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:22.974211+00,0.000060860000,16663.81
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:28.016633+00,0.000058730000,16353.51
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:31.087773+00,0.000080060000,19312.84
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:34.730127+00,0.000080060000,19312.84
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:38.721049+00,0.000079960000,19307.33
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:41.891324+00,0.000079950000,19307.41
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:45.138824+00,0.000079910000,19304.42
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:48.465281+00,0.000079910000,19304.42
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:51.676004+00,0.000086950000,20203.52
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:54.848108+00,0.000087600000,20288.59
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:34:57.963563+00,0.000087600000,20288.59
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:01.080185+00,0.000082580000,19668.08
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:04.566608+00,0.000087600000,20288.59
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:07.901486+00,0.000088770000,20449.88
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:11.319754+00,0.000088770000,20449.88
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:14.634879+00,0.000079510000,19286.21
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:18.342329+00,0.000085780000,20085.18
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:25.391348+00,0.000084140000,19884.57
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:32.554586+00,0.000094120000,21110.20
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:36.374196+00,0.000088190000,20397.72
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:42.780521+00,0.000085820000,20110.14
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:48.97998+00,0.000085240000,20038.85
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:52.817021+00,0.000089650000,20594.92
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:35:56.703529+00,0.000089650000,20594.92
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:00.694118+00,0.000082530000,19711.35
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:04.468908+00,0.000082530000,19711.35
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:08.208743+00,0.000068770000,17889.50
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:11.513092+00,0.000068770000,17889.50
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:15.991581+00,0.000064420000,17279.14
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:21.573241+00,0.000064420000,17279.14
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:25.597689+00,0.000046940000,14574.26
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:29.035767+00,0.000052070000,15424.54
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:32.396789+00,0.000052070000,15424.54
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:36.553577+00,0.000057450000,16275.84
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:40.391599+00,0.000054550000,15833.14
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:44.354997+00,0.000055340000,15962.39
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:49.043765+00,0.000055340000,15962.39
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:52.6762+00,0.000054550000,15840.51
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:36:56.532854+00,0.000054550000,15840.51
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:37:00.199364+00,0.000053830000,15729.19
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:37:03.615334+00,0.000053830000,15729.19
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:37:07.742906+00,0.000056810000,16197.85
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:37:11.529809+00,0.000054110000,15776.59
2XzK878GKk8TaiVakJWrvDKgdBDTqxW2X8iG3Xuwpump,2026-07-28 21:37:15.385115+00,0.000054630000,15860.00
